epoch,loss_g0,loss_g1,loss_g2,loss_g3,avg_loss,worst_loss,acc_g0,acc_g1,acc_g2,acc_g3,avg_acc,worst_acc,adv_prob_g0,adv_prob_g1,adv_prob_g2,adv_prob_g3
76,0.0368,0.0187,0.0064,0.0477,0.0274,0.0477,0.9983,1.0,1.0,0.9896,0.997,0.9896,0.25,0.25,0.25,0.25
77,0.0365,0.0182,0.0075,0.0471,0.0273,0.0471,0.998,1.0,1.0,0.9877,0.9964,0.9877,0.25,0.25,0.25,0.25
78,0.0353,0.0181,0.0077,0.045,0.0265,0.045,0.9986,1.0,1.0,0.9924,0.9978,0.9924,0.25,0.25,0.25,0.25
79,0.0348,0.0163,0.0064,0.0445,0.0255,0.0445,0.9977,1.0,1.0,0.9905,0.9971,0.9905,0.25,0.25,0.25,0.25
80,0.0347,0.0168,0.0058,0.0427,0.025,0.0427,0.9983,1.0,1.0,0.9915,0.9974,0.9915,0.25,0.25,0.25,0.25
81,0.0337,0.0161,0.0059,0.0432,0.0247,0.0432,0.9983,1.0,1.0,0.9877,0.9965,0.9877,0.25,0.25,0.25,0.25
82,0.0331,0.0168,0.006,0.042,0.0245,0.042,0.9983,1.0,1.0,0.9905,0.9972,0.9905,0.25,0.25,0.25,0.25
83,0.0334,0.0156,0.0062,0.0398,0.0237,0.0398,0.9983,1.0,1.0,0.9924,0.9977,0.9924,0.25,0.25,0.25,0.25
84,0.0324,0.0157,0.0064,0.0394,0.0235,0.0394,0.9986,1.0,1.0,0.9915,0.9975,0.9915,0.25,0.25,0.25,0.25
85,0.0319,0.0147,0.0066,0.0375,0.0227,0.0375,0.998,1.0,1.0,0.9943,0.9981,0.9943,0.25,0.25,0.25,0.25
86,0.0321,0.0148,0.006,0.0377,0.0227,0.0377,0.998,1.0,1.0,0.9934,0.9978,0.9934,0.25,0.25,0.25,0.25
87,0.0318,0.0145,0.0055,0.038,0.0225,0.038,0.9986,1.0,1.0,0.9924,0.9978,0.9924,0.25,0.25,0.25,0.25
88,0.0309,0.0152,0.0063,0.0343,0.0217,0.0343,0.9989,1.0,1.0,0.9943,0.9983,0.9943,0.25,0.25,0.25,0.25
89,0.0295,0.0135,0.0054,0.0348,0.0208,0.0348,0.9986,1.0,1.0,0.9943,0.9982,0.9943,0.25,0.25,0.25,0.25
90,0.029,0.0134,0.005,0.0349,0.0206,0.0349,0.9997,1.0,1.0,0.9943,0.9985,0.9943,0.25,0.25,0.25,0.25
91,0.0286,0.0121,0.0053,0.0331,0.0197,0.0331,0.9991,1.0,1.0,0.9943,0.9984,0.9943,0.25,0.25,0.25,0.25
92,0.0296,0.0121,0.0072,0.0353,0.0211,0.0353,0.9983,1.0,1.0,0.9934,0.9979,0.9934,0.25,0.25,0.25,0.25
93,0.0288,0.0124,0.0055,0.0327,0.0198,0.0327,0.9989,1.0,1.0,0.9953,0.9985,0.9953,0.25,0.25,0.25,0.25
94,0.0276,0.0122,0.0049,0.0298,0.0186,0.0298,0.9989,1.0,1.0,0.9953,0.9985,0.9953,0.25,0.25,0.25,0.25
95,0.0279,0.0114,0.0052,0.0307,0.0188,0.0307,0.9991,1.0,1.0,0.9962,0.9988,0.9962,0.25,0.25,0.25,0.25
96,0.0273,0.0112,0.0048,0.031,0.0186,0.031,0.9989,1.0,1.0,0.9943,0.9983,0.9943,0.25,0.25,0.25,0.25
97,0.0261,0.0103,0.005,0.0297,0.0178,0.0297,0.9994,1.0,1.0,0.9953,0.9987,0.9953,0.25,0.25,0.25,0.25
98,0.0265,0.0112,0.0049,0.0293,0.018,0.0293,0.9989,1.0,1.0,0.9953,0.9985,0.9953,0.25,0.25,0.25,0.25
99,0.0265,0.0105,0.0045,0.0296,0.0178,0.0296,0.9991,1.0,1.0,0.9962,0.9988,0.9962,0.25,0.25,0.25,0.25
100,0.0263,0.0109,0.006,0.03,0.0183,0.03,0.9989,1.0,1.0,0.9953,0.9985,0.9953,0.25,0.25,0.25,0.25
101,0.0259,0.0103,0.0047,0.0271,0.017,0.0271,0.9989,1.0,1.0,0.9972,0.999,0.9972,0.25,0.25,0.25,0.25
102,0.0241,0.0096,0.0042,0.0251,0.0158,0.0251,0.9994,1.0,1.0,0.9972,0.9991,0.9972,0.25,0.25,0.25,0.25
103,0.025,0.0101,0.0054,0.0268,0.0168,0.0268,0.9989,1.0,1.0,0.9972,0.999,0.9972,0.25,0.25,0.25,0.25
104,0.024,0.0089,0.0047,0.0269,0.0161,0.0269,0.9991,1.0,1.0,0.9953,0.9986,0.9953,0.25,0.25,0.25,0.25
105,0.0234,0.0086,0.0043,0.0243,0.0151,0.0243,0.9997,1.0,1.0,0.9981,0.9995,0.9981,0.25,0.25,0.25,0.25
106,0.0241,0.009,0.0046,0.0248,0.0156,0.0248,0.9991,1.0,1.0,0.9972,0.9991,0.9972,0.25,0.25,0.25,0.25
107,0.0231,0.0093,0.0037,0.0231,0.0148,0.0231,0.9994,1.0,1.0,0.9981,0.9994,0.9981,0.25,0.25,0.25,0.25
108,0.0227,0.0092,0.0036,0.0251,0.0152,0.0251,0.9997,1.0,1.0,0.9972,0.9992,0.9972,0.25,0.25,0.25,0.25
109,0.0223,0.0088,0.0039,0.0227,0.0144,0.0227,0.9997,1.0,1.0,0.9981,0.9995,0.9981,0.25,0.25,0.25,0.25
110,0.0223,0.0088,0.0037,0.0241,0.0147,0.0241,0.9994,1.0,1.0,0.9981,0.9994,0.9981,0.25,0.25,0.25,0.25
111,0.0217,0.0087,0.0043,0.0224,0.0143,0.0224,0.9997,1.0,1.0,0.9981,0.9995,0.9981,0.25,0.25,0.25,0.25
112,0.0216,0.0086,0.0046,0.0226,0.0143,0.0226,0.9997,1.0,1.0,0.9981,0.9995,0.9981,0.25,0.25,0.25,0.25
113,0.0216,0.0087,0.0043,0.0227,0.0143,0.0227,0.9997,1.0,1.0,0.9981,0.9995,0.9981,0.25,0.25,0.25,0.25
114,0.0215,0.0078,0.0037,0.0221,0.0137,0.0221,0.9991,1.0,1.0,0.9981,0.9993,0.9981,0.25,0.25,0.25,0.25
115,0.0204,0.0077,0.0037,0.0209,0.0132,0.0209,0.9997,1.0,1.0,0.9991,0.9997,0.9991,0.25,0.25,0.25,0.25
116,0.021,0.0076,0.0033,0.0214,0.0133,0.0214,0.9994,1.0,1.0,0.9991,0.9996,0.9991,0.25,0.25,0.25,0.25
117,0.0211,0.0082,0.0036,0.0211,0.0135,0.0211,0.9994,1.0,1.0,0.9981,0.9994,0.9981,0.25,0.25,0.25,0.25
118,0.0198,0.0073,0.0035,0.0183,0.0122,0.0198,0.9997,1.0,1.0,0.9981,0.9995,0.9981,0.25,0.25,0.25,0.25
119,0.0204,0.0069,0.0041,0.0191,0.0126,0.0204,0.9994,1.0,1.0,0.9981,0.9994,0.9981,0.25,0.25,0.25,0.25
120,0.0202,0.007,0.0034,0.0207,0.0128,0.0207,1.0,1.0,1.0,0.9981,0.9995,0.9981,0.25,0.25,0.25,0.25
121,0.0195,0.0065,0.0043,0.0204,0.0127,0.0204,1.0,1.0,1.0,0.9981,0.9995,0.9981,0.25,0.25,0.25,0.25
122,0.0194,0.0063,0.0035,0.0196,0.0122,0.0196,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
123,0.0191,0.0068,0.0036,0.0183,0.012,0.0191,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
124,0.0199,0.0069,0.0035,0.0186,0.0122,0.0199,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
125,0.0186,0.0063,0.0037,0.0172,0.0114,0.0186,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
126,0.0187,0.0068,0.0034,0.0178,0.0117,0.0187,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
127,0.0196,0.0069,0.0043,0.0192,0.0125,0.0196,0.9997,1.0,1.0,0.9991,0.9997,0.9991,0.25,0.25,0.25,0.25
128,0.0179,0.0059,0.0034,0.0163,0.0109,0.0179,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
129,0.0178,0.006,0.0037,0.0171,0.0112,0.0178,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
130,0.0179,0.0067,0.0045,0.0181,0.0118,0.0181,1.0,1.0,1.0,0.9981,0.9995,0.9981,0.25,0.25,0.25,0.25
131,0.018,0.0062,0.0032,0.0163,0.011,0.018,0.9997,1.0,1.0,0.9991,0.9997,0.9991,0.25,0.25,0.25,0.25
132,0.0185,0.0068,0.0038,0.0182,0.0119,0.0185,0.9994,1.0,1.0,0.9981,0.9994,0.9981,0.25,0.25,0.25,0.25
133,0.0176,0.0061,0.0029,0.0173,0.011,0.0176,1.0,1.0,1.0,0.9981,0.9995,0.9981,0.25,0.25,0.25,0.25
134,0.0171,0.006,0.0036,0.016,0.0106,0.0171,1.0,1.0,1.0,0.9981,0.9995,0.9981,0.25,0.25,0.25,0.25
135,0.0167,0.0059,0.0029,0.0148,0.0101,0.0167,1.0,1.0,1.0,0.9981,0.9995,0.9981,0.25,0.25,0.25,0.25
136,0.0178,0.0063,0.0044,0.0179,0.0116,0.0179,0.9994,1.0,1.0,0.9991,0.9996,0.9991,0.25,0.25,0.25,0.25
137,0.017,0.0055,0.0029,0.0139,0.0098,0.017,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
138,0.0173,0.0061,0.0035,0.0157,0.0106,0.0173,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
139,0.0169,0.0058,0.0035,0.0144,0.0102,0.0169,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
140,0.016,0.0054,0.0028,0.0134,0.0094,0.016,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
141,0.0164,0.0057,0.0033,0.0155,0.0102,0.0164,1.0,1.0,1.0,0.9981,0.9995,0.9981,0.25,0.25,0.25,0.25
142,0.016,0.0054,0.0028,0.0135,0.0094,0.016,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
143,0.0156,0.0053,0.0026,0.0128,0.0091,0.0156,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
144,0.0158,0.0051,0.0028,0.0127,0.0091,0.0158,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
145,0.0161,0.0058,0.0024,0.0135,0.0094,0.0161,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
146,0.0161,0.0054,0.003,0.014,0.0096,0.0161,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
147,0.0158,0.0059,0.0031,0.0141,0.0097,0.0158,0.9997,1.0,1.0,0.9991,0.9997,0.9991,0.25,0.25,0.25,0.25
148,0.0152,0.005,0.0028,0.0131,0.009,0.0152,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
149,0.015,0.0046,0.0027,0.0125,0.0087,0.015,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
150,0.0149,0.0052,0.0027,0.0114,0.0085,0.0149,0.9997,1.0,1.0,0.9991,0.9997,0.9991,0.25,0.25,0.25,0.25
151,0.015,0.005,0.0026,0.0127,0.0088,0.015,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
152,0.0151,0.0047,0.0023,0.0125,0.0086,0.0151,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
153,0.0146,0.0045,0.0025,0.0112,0.0082,0.0146,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
154,0.0148,0.0045,0.0028,0.0124,0.0086,0.0148,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
155,0.0147,0.0048,0.0024,0.0118,0.0084,0.0147,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
156,0.0142,0.0041,0.0022,0.0113,0.008,0.0142,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
157,0.0147,0.0044,0.0022,0.0117,0.0083,0.0147,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
