epoch,loss_g0,loss_g1,loss_g2,loss_g3,avg_loss,worst_loss,acc_g0,acc_g1,acc_g2,acc_g3,avg_acc,worst_acc,adv_prob_g0,adv_prob_g1,adv_prob_g2,adv_prob_g3
83,0.3565,0.3607,0.3223,0.3867,0.3566,0.3867,0.9423,0.9402,0.8929,0.8713,0.9117,0.8713,0.2109,0.2954,0.148,0.3456
84,0.3524,0.3594,0.3274,0.3828,0.3555,0.3828,0.9468,0.9457,0.8929,0.8789,0.9161,0.8789,0.2106,0.2952,0.1473,0.3469
85,0.3512,0.3549,0.3223,0.3804,0.3522,0.3804,0.9425,0.9511,0.8929,0.877,0.9159,0.877,0.2103,0.2948,0.1465,0.3483
86,0.3506,0.3551,0.3213,0.3773,0.3511,0.3773,0.9417,0.962,0.9107,0.8808,0.9238,0.8808,0.2103,0.2951,0.1446,0.35
87,0.3484,0.3492,0.3166,0.3719,0.3465,0.3719,0.9434,0.9402,0.9107,0.8789,0.9183,0.8789,0.2105,0.2951,0.1428,0.3516
88,0.3451,0.3491,0.3134,0.37,0.3444,0.37,0.9434,0.9511,0.8929,0.877,0.9161,0.877,0.2104,0.2951,0.1414,0.353
89,0.3434,0.3463,0.3114,0.3665,0.3419,0.3665,0.9445,0.9457,0.9286,0.8798,0.9247,0.8798,0.2102,0.2952,0.1404,0.3543
90,0.342,0.3487,0.3026,0.3662,0.3399,0.3662,0.9431,0.9402,0.9107,0.877,0.9178,0.877,0.2102,0.295,0.1392,0.3556
91,0.3385,0.3374,0.3042,0.3605,0.3352,0.3605,0.9463,0.9565,0.9107,0.8836,0.9243,0.8836,0.21,0.2953,0.138,0.3567
92,0.3363,0.3357,0.2929,0.3574,0.3306,0.3574,0.9494,0.9457,0.9107,0.8855,0.9228,0.8855,0.2098,0.295,0.1373,0.3579
93,0.3358,0.334,0.291,0.354,0.3287,0.354,0.9443,0.9511,0.9107,0.8855,0.9229,0.8855,0.2099,0.2951,0.1358,0.3592
94,0.3323,0.3339,0.2898,0.3517,0.3269,0.3517,0.9488,0.9511,0.9107,0.8789,0.9224,0.8789,0.21,0.2956,0.134,0.3604
95,0.33,0.3243,0.2799,0.3503,0.3211,0.3503,0.9477,0.9565,0.9286,0.8789,0.9279,0.8789,0.2103,0.2957,0.1316,0.3623
96,0.327,0.323,0.2867,0.3494,0.3215,0.3494,0.9474,0.9565,0.8929,0.8789,0.9189,0.8789,0.2104,0.2958,0.1298,0.364
97,0.3237,0.3228,0.2868,0.3459,0.3198,0.3459,0.948,0.9565,0.9286,0.8836,0.9292,0.8836,0.2103,0.2958,0.1284,0.3654
98,0.3213,0.3129,0.28,0.3417,0.314,0.3417,0.9534,0.9511,0.9286,0.8865,0.9299,0.8865,0.2105,0.2954,0.1271,0.3671
99,0.3203,0.3123,0.2785,0.3406,0.3129,0.3406,0.9488,0.9565,0.9107,0.8855,0.9254,0.8855,0.2105,0.2951,0.1259,0.3685
100,0.3185,0.3141,0.2827,0.3385,0.3134,0.3385,0.9517,0.962,0.9286,0.8827,0.9312,0.8827,0.2106,0.2951,0.1242,0.3701
101,0.3168,0.3098,0.2742,0.3359,0.3092,0.3359,0.9483,0.9457,0.9286,0.8884,0.9277,0.8884,0.2107,0.2951,0.1229,0.3713
102,0.3135,0.3097,0.2708,0.3337,0.3069,0.3337,0.9511,0.9457,0.9107,0.8865,0.9235,0.8865,0.2109,0.2952,0.1209,0.3731
103,0.3103,0.3006,0.2699,0.331,0.303,0.331,0.9525,0.9511,0.9286,0.8903,0.9306,0.8903,0.211,0.295,0.1195,0.3745
104,0.3089,0.2949,0.275,0.3302,0.3022,0.3302,0.952,0.9565,0.8929,0.8846,0.9215,0.8846,0.2108,0.2941,0.1195,0.3757
105,0.3083,0.2948,0.2653,0.3257,0.2986,0.3257,0.9514,0.962,0.9286,0.8884,0.9326,0.8884,0.211,0.2935,0.1185,0.377
106,0.3075,0.302,0.2601,0.3215,0.2978,0.3215,0.9491,0.962,0.9286,0.8865,0.9315,0.8865,0.2114,0.2935,0.1169,0.3782
107,0.3042,0.2958,0.2582,0.3178,0.294,0.3178,0.9537,0.962,0.9286,0.8893,0.9334,0.8893,0.2115,0.2932,0.1161,0.3791
108,0.3036,0.2902,0.2574,0.3181,0.2923,0.3181,0.952,0.9511,0.9286,0.8874,0.9298,0.8874,0.2119,0.2929,0.1147,0.3806
109,0.301,0.2871,0.2606,0.3157,0.2911,0.3157,0.9537,0.9457,0.9286,0.8874,0.9288,0.8874,0.2119,0.2922,0.1143,0.3816
110,0.3004,0.2846,0.2539,0.3121,0.2878,0.3121,0.9531,0.962,0.9286,0.8931,0.9342,0.8931,0.2122,0.2916,0.1133,0.3829
111,0.2986,0.2839,0.2563,0.3089,0.2869,0.3089,0.9537,0.9565,0.9107,0.895,0.929,0.895,0.2126,0.2912,0.1121,0.384
112,0.296,0.2787,0.2443,0.3067,0.2814,0.3067,0.9523,0.9674,0.9286,0.8912,0.9349,0.8912,0.2128,0.2907,0.1117,0.3849
113,0.294,0.2769,0.2472,0.3025,0.2801,0.3025,0.954,0.962,0.9286,0.8969,0.9353,0.8969,0.2132,0.2901,0.1103,0.3863
114,0.2926,0.2753,0.2377,0.3033,0.2772,0.3033,0.954,0.9565,0.9107,0.894,0.9288,0.894,0.2134,0.2898,0.1095,0.3873
115,0.2912,0.2742,0.2451,0.2983,0.2772,0.2983,0.9557,0.9565,0.9107,0.8978,0.9302,0.8978,0.2137,0.289,0.1089,0.3884
116,0.2899,0.2682,0.2429,0.2976,0.2747,0.2976,0.9548,0.9674,0.9286,0.894,0.9362,0.894,0.2141,0.2882,0.1082,0.3895
117,0.2894,0.2691,0.2334,0.2938,0.2714,0.2938,0.9554,0.9674,0.9286,0.8959,0.9368,0.8959,0.2145,0.2876,0.1076,0.3904
118,0.2886,0.2683,0.2344,0.2919,0.2708,0.2919,0.9545,0.962,0.9286,0.8959,0.9353,0.8959,0.215,0.2872,0.1065,0.3913
119,0.2851,0.2641,0.2294,0.2887,0.2668,0.2887,0.9568,0.962,0.9286,0.8969,0.9361,0.8969,0.2154,0.287,0.1052,0.3924
120,0.2828,0.2574,0.2265,0.2883,0.2637,0.2883,0.956,0.962,0.9286,0.8959,0.9356,0.8959,0.216,0.2863,0.1041,0.3936
121,0.2814,0.2529,0.2254,0.2827,0.2606,0.2827,0.9548,0.9674,0.9286,0.9063,0.9393,0.9063,0.2166,0.2857,0.1032,0.3945
122,0.2804,0.2526,0.2208,0.2803,0.2585,0.2804,0.9543,0.9674,0.9286,0.9007,0.9377,0.9007,0.2172,0.2852,0.1021,0.3955
123,0.2781,0.2506,0.2248,0.2809,0.2586,0.2809,0.9577,0.9674,0.9286,0.8978,0.9379,0.8978,0.2177,0.2845,0.1014,0.3964
124,0.2762,0.2508,0.2202,0.2798,0.2568,0.2798,0.9554,0.9565,0.9286,0.8978,0.9346,0.8978,0.2184,0.2836,0.1002,0.3977
125,0.2761,0.2437,0.2183,0.2749,0.2532,0.2761,0.9557,0.9674,0.9107,0.8988,0.9331,0.8988,0.2193,0.2827,0.099,0.399
126,0.2746,0.2415,0.2163,0.2757,0.252,0.2757,0.9591,0.962,0.9107,0.9063,0.9345,0.9063,0.22,0.2818,0.0979,0.4003
127,0.2725,0.2418,0.211,0.2712,0.2491,0.2725,0.9574,0.9728,0.9286,0.9063,0.9413,0.9063,0.2206,0.281,0.0974,0.401
128,0.2713,0.245,0.2092,0.2705,0.249,0.2713,0.9557,0.9674,0.9286,0.9035,0.9388,0.9035,0.2211,0.2801,0.097,0.4018
129,0.2698,0.2409,0.2186,0.2679,0.2493,0.2698,0.9568,0.9783,0.9286,0.9035,0.9418,0.9035,0.2219,0.2794,0.0958,0.4029
130,0.2685,0.2321,0.2075,0.2652,0.2433,0.2685,0.958,0.9728,0.9286,0.9035,0.9407,0.9035,0.2227,0.2784,0.0949,0.404
131,0.266,0.2358,0.2049,0.2619,0.2421,0.266,0.9611,0.9674,0.9286,0.9063,0.9409,0.9063,0.2235,0.2775,0.0941,0.4049
132,0.266,0.231,0.2072,0.2624,0.2416,0.266,0.96,0.9674,0.9286,0.9054,0.9403,0.9054,0.2244,0.2763,0.0933,0.406
133,0.2636,0.2346,0.1975,0.2565,0.238,0.2636,0.9585,0.9674,0.9464,0.9044,0.9442,0.9044,0.2251,0.2758,0.0923,0.4069
134,0.2621,0.2289,0.1968,0.2544,0.2356,0.2621,0.9603,0.9728,0.9286,0.9092,0.9427,0.9092,0.2257,0.2749,0.0923,0.4072
135,0.2605,0.2242,0.2014,0.2529,0.2348,0.2605,0.962,0.9783,0.9464,0.913,0.9499,0.913,0.2266,0.274,0.0912,0.4081
136,0.2592,0.2212,0.1973,0.2512,0.2323,0.2592,0.9594,0.9837,0.9286,0.913,0.9462,0.913,0.2274,0.2732,0.0904,0.4089
137,0.2573,0.221,0.1923,0.2517,0.2306,0.2573,0.9623,0.9728,0.9286,0.9082,0.943,0.9082,0.2282,0.2725,0.0896,0.4097
138,0.2555,0.2195,0.1901,0.2491,0.2285,0.2555,0.9585,0.9837,0.9643,0.9092,0.9539,0.9092,0.2291,0.2719,0.0882,0.4108
139,0.2525,0.2159,0.2002,0.2469,0.2289,0.2525,0.9637,0.9728,0.9286,0.9082,0.9433,0.9082,0.2299,0.2709,0.0875,0.4117
140,0.2527,0.2156,0.1874,0.2477,0.2258,0.2527,0.9626,0.9783,0.9643,0.9101,0.9538,0.9101,0.2307,0.2699,0.0868,0.4126
141,0.2498,0.2113,0.1875,0.2457,0.2236,0.2498,0.962,0.9837,0.9286,0.9082,0.9456,0.9082,0.2317,0.2689,0.0857,0.4137
142,0.2483,0.2075,0.1906,0.2408,0.2218,0.2483,0.9628,0.9837,0.9286,0.913,0.947,0.913,0.2326,0.268,0.0847,0.4147
143,0.2467,0.2069,0.1797,0.2388,0.218,0.2467,0.962,0.9783,0.9464,0.9158,0.9506,0.9158,0.2335,0.2671,0.0838,0.4156
144,0.2453,0.2078,0.1864,0.2401,0.2199,0.2453,0.9648,0.9783,0.9286,0.9082,0.945,0.9082,0.2343,0.2663,0.0831,0.4164
145,0.2433,0.1999,0.1925,0.2353,0.2177,0.2433,0.964,0.9891,0.9286,0.9149,0.9491,0.9149,0.2353,0.265,0.0824,0.4173
146,0.2422,0.2049,0.1789,0.2363,0.2156,0.2422,0.9634,0.9783,0.9286,0.9205,0.9477,0.9205,0.2363,0.264,0.0815,0.4183
147,0.2404,0.2008,0.1827,0.2323,0.2141,0.2404,0.9654,0.9783,0.9464,0.9158,0.9515,0.9158,0.2373,0.263,0.0803,0.4193
148,0.2386,0.1984,0.1817,0.229,0.2119,0.2386,0.9668,0.9837,0.9464,0.9177,0.9537,0.9177,0.2383,0.2619,0.0796,0.4201
149,0.2379,0.1974,0.1814,0.229,0.2114,0.2379,0.9671,0.9946,0.9286,0.9205,0.9527,0.9205,0.2393,0.2607,0.0788,0.4211
150,0.2381,0.1958,0.1793,0.2243,0.2094,0.2381,0.9651,0.9946,0.9464,0.9224,0.9571,0.9224,0.2404,0.2598,0.078,0.4218
151,0.2358,0.1934,0.1837,0.2246,0.2094,0.2358,0.9643,0.9783,0.9464,0.9167,0.9514,0.9167,0.2413,0.2588,0.0773,0.4226
152,0.2332,0.1919,0.174,0.2216,0.2052,0.2332,0.9663,0.9837,0.9464,0.9215,0.9545,0.9215,0.2424,0.258,0.0761,0.4235
153,0.2325,0.1914,0.1815,0.2209,0.2066,0.2325,0.9666,0.9891,0.9464,0.9186,0.9552,0.9186,0.2433,0.2569,0.0756,0.4241
154,0.2321,0.1881,0.1751,0.2184,0.2034,0.2321,0.9666,0.9783,0.9643,0.9262,0.9588,0.9262,0.2445,0.2557,0.0749,0.4249
155,0.2304,0.1841,0.1767,0.215,0.2016,0.2304,0.9668,0.9891,0.9286,0.929,0.9534,0.9286,0.2456,0.2546,0.0742,0.4255
