epoch,loss_g0,loss_g1,loss_g2,loss_g3,avg_loss,worst_loss,acc_g0,acc_g1,acc_g2,acc_g3,avg_acc,worst_acc,adv_prob_g0,adv_prob_g1,adv_prob_g2,adv_prob_g3
120,0.2494,0.1884,0.2927,0.207,0.2344,0.2927,0.9714,0.9946,0.8929,0.9328,0.9479,0.8929,0.2486,0.2517,0.0704,0.4292
121,0.2497,0.1797,0.29,0.2047,0.231,0.29,0.9751,0.9946,0.8929,0.9338,0.9491,0.8929,0.2527,0.2482,0.0711,0.4281
122,0.2465,0.1847,0.2728,0.2043,0.2271,0.2728,0.9751,0.9946,0.9107,0.9319,0.9531,0.9107,0.2566,0.2454,0.071,0.4271
123,0.2448,0.1795,0.2871,0.2029,0.2286,0.2871,0.9737,1.0,0.9107,0.9338,0.9545,0.9107,0.2602,0.2427,0.0716,0.4254
124,0.2438,0.181,0.2816,0.2011,0.2269,0.2816,0.9754,0.9946,0.8929,0.9366,0.9499,0.8929,0.2637,0.2395,0.0727,0.4241
125,0.242,0.177,0.2838,0.1999,0.2257,0.2838,0.9754,0.9946,0.9107,0.9309,0.9529,0.9107,0.2675,0.2369,0.0731,0.4224
126,0.2408,0.1769,0.2798,0.2006,0.2245,0.2798,0.9754,0.9891,0.9107,0.9328,0.952,0.9107,0.2713,0.2335,0.0742,0.421
127,0.2379,0.1725,0.282,0.1978,0.2225,0.282,0.9788,1.0,0.9107,0.9347,0.9561,0.9107,0.2746,0.2305,0.0756,0.4193
128,0.2374,0.1736,0.278,0.2004,0.2224,0.278,0.9743,0.9946,0.9107,0.9338,0.9533,0.9107,0.2783,0.2281,0.0755,0.4182
129,0.2351,0.1758,0.2776,0.2009,0.2223,0.2776,0.9786,0.9946,0.9107,0.9328,0.9542,0.9107,0.2818,0.2255,0.076,0.4167
130,0.2352,0.1736,0.2882,0.1976,0.2236,0.2882,0.9763,1.0,0.8929,0.93,0.9498,0.8929,0.2849,0.2225,0.0777,0.4148
131,0.2333,0.1757,0.2853,0.2014,0.2239,0.2853,0.9771,0.9946,0.8929,0.9319,0.9491,0.8929,0.2877,0.2198,0.0796,0.4129
132,0.2318,0.1718,0.2787,0.1969,0.2198,0.2787,0.9786,1.0,0.9107,0.9328,0.9555,0.9107,0.2914,0.2175,0.0795,0.4116
133,0.2311,0.175,0.2871,0.1989,0.223,0.2871,0.9786,0.9946,0.8929,0.9338,0.9499,0.8929,0.2949,0.2149,0.0795,0.4107
134,0.2274,0.1681,0.289,0.1934,0.2195,0.289,0.9806,1.0,0.8929,0.9357,0.9523,0.8929,0.2983,0.2122,0.0795,0.41
135,0.2269,0.17,0.2906,0.1949,0.2206,0.2906,0.9817,0.9946,0.8929,0.9347,0.951,0.8929,0.3015,0.21,0.0796,0.4089
136,0.2259,0.1678,0.2864,0.1958,0.219,0.2864,0.9794,0.9946,0.9107,0.9338,0.9546,0.9107,0.305,0.207,0.0798,0.4082
137,0.2247,0.1629,0.2768,0.1918,0.2141,0.2768,0.9811,1.0,0.8929,0.9338,0.9519,0.8929,0.3086,0.2051,0.0796,0.4067
138,0.2232,0.1605,0.2822,0.1908,0.2142,0.2822,0.9794,1.0,0.8929,0.9347,0.9517,0.8929,0.3116,0.2025,0.081,0.4049
139,0.2201,0.1669,0.2819,0.1914,0.2151,0.2819,0.9823,0.9946,0.8929,0.9328,0.9506,0.8929,0.3146,0.1999,0.0819,0.4036
140,0.2216,0.1615,0.2853,0.1911,0.2149,0.2853,0.9763,1.0,0.9107,0.9376,0.9561,0.9107,0.3174,0.1971,0.0834,0.4022
141,0.2198,0.1676,0.2722,0.1876,0.2118,0.2722,0.9808,0.9946,0.9107,0.9366,0.9557,0.9107,0.3206,0.1946,0.0838,0.4009
142,0.2201,0.1684,0.2811,0.1896,0.2148,0.2811,0.9803,0.9891,0.9107,0.9366,0.9542,0.9107,0.3234,0.1925,0.0847,0.3994
143,0.2182,0.1669,0.2917,0.1894,0.2166,0.2917,0.9791,0.9891,0.8929,0.9366,0.9494,0.8929,0.3267,0.1901,0.0851,0.3982
144,0.2152,0.1618,0.2887,0.1868,0.2131,0.2887,0.9834,0.9946,0.9107,0.9376,0.9566,0.9107,0.3295,0.1881,0.0856,0.3968
145,0.2144,0.1629,0.278,0.1837,0.2098,0.278,0.9817,0.9946,0.8929,0.9366,0.9514,0.8929,0.3323,0.1859,0.087,0.3949
146,0.2151,0.1761,0.2878,0.1902,0.2173,0.2878,0.9814,0.9946,0.875,0.9347,0.9464,0.875,0.3343,0.1837,0.0894,0.3926
147,0.2115,0.1582,0.2798,0.1832,0.2082,0.2798,0.9826,1.0,0.8929,0.9376,0.9532,0.8929,0.3372,0.1815,0.0906,0.3907
148,0.2129,0.1664,0.2868,0.1868,0.2132,0.2868,0.984,1.0,0.8929,0.9347,0.9529,0.8929,0.3398,0.1799,0.0916,0.3887
149,0.2083,0.1569,0.2877,0.181,0.2085,0.2877,0.9834,0.9946,0.8929,0.9413,0.953,0.8929,0.343,0.1777,0.0913,0.3879
150,0.2105,0.1561,0.2989,0.1869,0.2131,0.2989,0.9837,1.0,0.8929,0.9376,0.9535,0.8929,0.3458,0.1753,0.0918,0.387
151,0.2076,0.1605,0.2761,0.1831,0.2068,0.2761,0.9831,0.9946,0.9107,0.9385,0.9567,0.9107,0.3482,0.173,0.0928,0.3859
152,0.2056,0.1552,0.2763,0.1798,0.2042,0.2763,0.9851,0.9946,0.9107,0.9404,0.9577,0.9107,0.3507,0.1713,0.0935,0.3845
153,0.2048,0.1607,0.2853,0.1796,0.2076,0.2853,0.9834,0.9946,0.8929,0.9461,0.9542,0.8929,0.3531,0.1691,0.0948,0.383
154,0.2041,0.1546,0.2749,0.1765,0.2025,0.2749,0.9846,0.9946,0.8929,0.9423,0.9536,0.8929,0.356,0.1667,0.0956,0.3817
155,0.2043,0.1584,0.2717,0.1792,0.2034,0.2717,0.9863,1.0,0.9107,0.9413,0.9596,0.9107,0.3589,0.1649,0.0959,0.3804
156,0.203,0.1573,0.2594,0.1781,0.1995,0.2594,0.9846,0.9946,0.8929,0.9404,0.9531,0.8929,0.3608,0.1631,0.0976,0.3784
157,0.2008,0.162,0.2731,0.1768,0.2031,0.2731,0.9868,1.0,0.9107,0.9395,0.9593,0.9107,0.3636,0.1615,0.0977,0.3772
158,0.2014,0.1611,0.2651,0.1773,0.2012,0.2651,0.9843,0.9891,0.9107,0.9404,0.9561,0.9107,0.3659,0.1597,0.0989,0.3755
159,0.1997,0.1578,0.2703,0.1751,0.2007,0.2703,0.986,0.9946,0.9107,0.9442,0.9589,0.9107,0.3685,0.1581,0.0995,0.3739
160,0.199,0.1528,0.2771,0.1761,0.2013,0.2771,0.988,1.0,0.8929,0.947,0.957,0.8929,0.3707,0.1563,0.1007,0.3723
161,0.1977,0.157,0.2888,0.1758,0.2048,0.2888,0.9871,0.9946,0.9107,0.9413,0.9584,0.9107,0.3733,0.1544,0.1016,0.3707
162,0.1975,0.1563,0.2627,0.1768,0.1983,0.2627,0.986,0.9946,0.9107,0.9404,0.9579,0.9107,0.3757,0.153,0.1024,0.3689
163,0.1973,0.1549,0.2711,0.1747,0.1995,0.2711,0.9854,0.9946,0.9286,0.9413,0.9625,0.9286,0.3786,0.1513,0.1031,0.367
164,0.1945,0.1515,0.2676,0.1713,0.1962,0.2676,0.986,1.0,0.9107,0.9489,0.9614,0.9107,0.3814,0.1496,0.1032,0.3657
165,0.1939,0.1484,0.2813,0.171,0.1986,0.2813,0.9874,0.9946,0.9107,0.9451,0.9595,0.9107,0.3836,0.1481,0.1043,0.364
166,0.1942,0.1659,0.2649,0.1739,0.1997,0.2649,0.9877,0.9946,0.9107,0.947,0.96,0.9107,0.3856,0.147,0.1049,0.3625
